order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
MOCK_ORDER_39,1,MOCK_PROD_41,MOCK_SELL_12,2026-04-27 23:13:45.091110,146.4,20.57
MOCK_ORDER_39,2,MOCK_PROD_39,MOCK_SELL_17,2026-04-27 23:13:45.091112,151.72,26.92
MOCK_ORDER_39,3,MOCK_PROD_4,MOCK_SELL_18,2026-04-27 23:13:45.091115,318.21,34.2
MOCK_ORDER_40,1,MOCK_PROD_2,MOCK_SELL_2,2026-04-27 23:13:45.091117,204.35,20.86
MOCK_ORDER_40,2,MOCK_PROD_41,MOCK_SELL_15,2026-04-27 23:13:45.091120,375.77,21.7
MOCK_ORDER_41,1,MOCK_PROD_45,MOCK_SELL_13,2026-04-27 23:13:45.091123,459.26,29.71
MOCK_ORDER_41,2,MOCK_PROD_29,MOCK_SELL_2,2026-04-27 23:13:45.091125,393.96,21.34
MOCK_ORDER_42,1,MOCK_PROD_42,MOCK_SELL_15,2026-04-27 23:13:45.091128,327.0,34.7
MOCK_ORDER_42,2,MOCK_PROD_3,MOCK_SELL_3,2026-04-27 23:13:45.091131,404.01,40.12
MOCK_ORDER_43,1,MOCK_PROD_27,MOCK_SELL_20,2026-04-27 23:13:45.091133,107.76,43.95
MOCK_ORDER_44,1,MOCK_PROD_5,MOCK_SELL_4,2026-04-27 23:13:45.091136,344.86,39.82
MOCK_ORDER_45,1,MOCK_PROD_24,MOCK_SELL_4,2026-04-27 23:13:45.091139,204.77,35.63
MOCK_ORDER_46,1,MOCK_PROD_24,MOCK_SELL_16,2026-04-27 23:13:45.091141,169.17,21.32
MOCK_ORDER_46,2,MOCK_PROD_36,MOCK_SELL_19,2026-04-27 23:13:45.091143,473.3,45.25
MOCK_ORDER_47,1,MOCK_PROD_26,MOCK_SELL_3,2026-04-27 23:13:45.091161,394.66,29.93
MOCK_ORDER_47,2,MOCK_PROD_31,MOCK_SELL_5,2026-04-27 23:13:45.091163,280.69,22.5
MOCK_ORDER_48,1,MOCK_PROD_14,MOCK_SELL_16,2026-04-27 23:13:45.091166,311.93,28.74
MOCK_ORDER_48,2,MOCK_PROD_11,MOCK_SELL_6,2026-04-27 23:13:45.091168,406.98,32.77
MOCK_ORDER_49,1,MOCK_PROD_19,MOCK_SELL_8,2026-04-27 23:13:45.091171,119.95,17.97
MOCK_ORDER_49,2,MOCK_PROD_28,MOCK_SELL_19,2026-04-27 23:13:45.091173,128.97,42.74
MOCK_ORDER_49,3,MOCK_PROD_29,MOCK_SELL_5,2026-04-27 23:13:45.091175,112.22,43.38
MOCK_ORDER_50,1,MOCK_PROD_32,MOCK_SELL_5,2026-04-27 23:13:45.091178,142.81,23.26
MOCK_ORDER_50,2,MOCK_PROD_36,MOCK_SELL_5,2026-04-27 23:13:45.091180,474.26,33.4
MOCK_ORDER_51,1,MOCK_PROD_33,MOCK_SELL_1,2026-04-27 23:13:45.091183,172.48,20.33
MOCK_ORDER_51,2,MOCK_PROD_38,MOCK_SELL_20,2026-04-27 23:13:45.091185,147.66,7.38
MOCK_ORDER_52,1,MOCK_PROD_22,MOCK_SELL_1,2026-04-27 23:13:45.091202,393.13,10.08
MOCK_ORDER_52,2,MOCK_PROD_19,MOCK_SELL_11,2026-04-27 23:13:45.091204,474.64,23.7
MOCK_ORDER_53,1,MOCK_PROD_36,MOCK_SELL_11,2026-04-27 23:13:45.091206,97.19,43.55
MOCK_ORDER_54,1,MOCK_PROD_45,MOCK_SELL_4,2026-04-27 23:13:45.091209,177.74,41.05
MOCK_ORDER_54,2,MOCK_PROD_9,MOCK_SELL_13,2026-04-27 23:13:45.091231,88.08,22.95
MOCK_ORDER_55,1,MOCK_PROD_36,MOCK_SELL_16,2026-04-27 23:13:45.091234,218.32,14.27
MOCK_ORDER_55,2,MOCK_PROD_29,MOCK_SELL_15,2026-04-27 23:13:45.091236,85.28,9.35
MOCK_ORDER_56,1,MOCK_PROD_26,MOCK_SELL_1,2026-04-27 23:13:45.091239,114.47,41.12
MOCK_ORDER_57,1,MOCK_PROD_12,MOCK_SELL_18,2026-04-27 23:13:45.091241,141.61,37.42
MOCK_ORDER_57,2,MOCK_PROD_31,MOCK_SELL_12,2026-04-27 23:13:45.091244,470.34,43.08
MOCK_ORDER_58,1,MOCK_PROD_31,MOCK_SELL_20,2026-04-27 23:13:45.091246,396.94,6.13
MOCK_ORDER_59,1,MOCK_PROD_48,MOCK_SELL_2,2026-04-27 23:13:45.091248,412.55,42.04
MOCK_ORDER_60,1,MOCK_PROD_6,MOCK_SELL_11,2026-04-27 23:13:45.091259,170.34,43.59
MOCK_ORDER_61,1,MOCK_PROD_9,MOCK_SELL_20,2026-04-27 23:13:45.091261,345.18,14.36
MOCK_ORDER_61,2,MOCK_PROD_12,MOCK_SELL_15,2026-04-27 23:13:45.091264,37.28,37.93
MOCK_ORDER_61,3,MOCK_PROD_22,MOCK_SELL_3,2026-04-27 23:13:45.091266,346.62,44.56
MOCK_ORDER_62,1,MOCK_PROD_21,MOCK_SELL_1,2026-04-27 23:13:45.091268,40.52,13.7
MOCK_ORDER_62,2,MOCK_PROD_48,MOCK_SELL_7,2026-04-27 23:13:45.091270,161.5,21.52
MOCK_ORDER_63,1,MOCK_PROD_22,MOCK_SELL_8,2026-04-27 23:13:45.091273,450.68,40.1
MOCK_ORDER_63,2,MOCK_PROD_33,MOCK_SELL_16,2026-04-27 23:13:45.091275,409.35,36.59
MOCK_ORDER_64,1,MOCK_PROD_18,MOCK_SELL_14,2026-04-27 23:13:45.091278,52.09,43.55
MOCK_ORDER_64,2,MOCK_PROD_29,MOCK_SELL_10,2026-04-27 23:13:45.091280,429.45,37.65
MOCK_ORDER_65,1,MOCK_PROD_36,MOCK_SELL_16,2026-04-27 23:13:45.091282,379.86,10.95
MOCK_ORDER_65,2,MOCK_PROD_17,MOCK_SELL_11,2026-04-27 23:13:45.091285,42.41,23.74
MOCK_ORDER_66,1,MOCK_PROD_16,MOCK_SELL_8,2026-04-27 23:13:45.091287,179.65,11.31
MOCK_ORDER_66,2,MOCK_PROD_30,MOCK_SELL_8,2026-04-27 23:13:45.091289,424.39,43.58
MOCK_ORDER_67,1,MOCK_PROD_36,MOCK_SELL_10,2026-04-27 23:13:45.091293,200.95,12.89
MOCK_ORDER_67,2,MOCK_PROD_27,MOCK_SELL_12,2026-04-27 23:13:45.091295,121.83,29.98
MOCK_ORDER_68,1,MOCK_PROD_7,MOCK_SELL_4,2026-04-27 23:13:45.091298,168.04,22.64
MOCK_ORDER_68,2,MOCK_PROD_2,MOCK_SELL_15,2026-04-27 23:13:45.091300,11.51,34.15
MOCK_ORDER_69,1,MOCK_PROD_28,MOCK_SELL_18,2026-04-27 23:13:45.091302,472.84,19.58
MOCK_ORDER_69,2,MOCK_PROD_49,MOCK_SELL_11,2026-04-27 23:13:45.091305,115.12,12.42
MOCK_ORDER_70,1,MOCK_PROD_13,MOCK_SELL_8,2026-04-27 23:13:45.091307,147.09,42.13
MOCK_ORDER_71,1,MOCK_PROD_50,MOCK_SELL_18,2026-04-27 23:13:45.091310,192.98,42.45
MOCK_ORDER_71,2,MOCK_PROD_37,MOCK_SELL_18,2026-04-27 23:13:45.091313,374.08,24.37
MOCK_ORDER_72,1,MOCK_PROD_22,MOCK_SELL_6,2026-04-27 23:13:45.091315,164.23,22.92
MOCK_ORDER_73,1,MOCK_PROD_1,MOCK_SELL_1,2026-04-27 23:13:45.091318,377.73,43.01
MOCK_ORDER_74,1,MOCK_PROD_6,MOCK_SELL_9,2026-04-27 23:13:45.091320,242.22,38.76
MOCK_ORDER_74,2,MOCK_PROD_1,MOCK_SELL_1,2026-04-27 23:13:45.091322,14.86,6.89
MOCK_ORDER_74,3,MOCK_PROD_37,MOCK_SELL_4,2026-04-27 23:13:45.091325,193.7,14.35
MOCK_ORDER_75,1,MOCK_PROD_42,MOCK_SELL_3,2026-04-27 23:13:45.091327,480.64,45.92
MOCK_ORDER_75,2,MOCK_PROD_42,MOCK_SELL_9,2026-04-27 23:13:45.091329,337.38,29.84
MOCK_ORDER_76,1,MOCK_PROD_46,MOCK_SELL_18,2026-04-27 23:13:45.091332,404.35,27.93
MOCK_ORDER_76,2,MOCK_PROD_40,MOCK_SELL_10,2026-04-27 23:13:45.091334,466.12,20.06
MOCK_ORDER_77,1,MOCK_PROD_44,MOCK_SELL_7,2026-04-27 23:13:45.091336,49.32,19.22
MOCK_ORDER_78,1,MOCK_PROD_27,MOCK_SELL_20,2026-04-27 23:13:45.091339,301.47,50.0
MOCK_ORDER_78,2,MOCK_PROD_49,MOCK_SELL_6,2026-04-27 23:13:45.091342,214.06,40.23
MOCK_ORDER_78,3,MOCK_PROD_37,MOCK_SELL_17,2026-04-27 23:13:45.091344,402.64,48.31
MOCK_ORDER_79,1,MOCK_PROD_33,MOCK_SELL_3,2026-04-27 23:13:45.091346,234.46,28.27
MOCK_ORDER_79,2,MOCK_PROD_23,MOCK_SELL_14,2026-04-27 23:13:45.091349,84.07,28.76
MOCK_ORDER_79,3,MOCK_PROD_20,MOCK_SELL_6,2026-04-27 23:13:45.091351,180.09,15.77
MOCK_ORDER_80,1,MOCK_PROD_25,MOCK_SELL_1,2026-04-27 23:13:45.091353,482.33,43.07
MOCK_ORDER_80,2,MOCK_PROD_47,MOCK_SELL_16,2026-04-27 23:13:45.091356,146.77,39.97
MOCK_ORDER_81,1,MOCK_PROD_46,MOCK_SELL_4,2026-04-27 23:13:45.091358,192.18,22.24
MOCK_ORDER_81,2,MOCK_PROD_19,MOCK_SELL_15,2026-04-27 23:13:45.091360,311.76,34.19
MOCK_ORDER_81,3,MOCK_PROD_5,MOCK_SELL_9,2026-04-27 23:13:45.091362,199.69,35.84
MOCK_ORDER_82,1,MOCK_PROD_11,MOCK_SELL_9,2026-04-27 23:13:45.091365,333.13,44.2
MOCK_ORDER_82,2,MOCK_PROD_49,MOCK_SELL_2,2026-04-27 23:13:45.091367,10.68,35.81
MOCK_ORDER_82,3,MOCK_PROD_3,MOCK_SELL_8,2026-04-27 23:13:45.091370,184.11,46.17
MOCK_ORDER_83,1,MOCK_PROD_20,MOCK_SELL_4,2026-04-27 23:13:45.091372,237.32,25.61
MOCK_ORDER_84,1,MOCK_PROD_23,MOCK_SELL_8,2026-04-27 23:13:45.091375,230.78,42.86
MOCK_ORDER_84,2,MOCK_PROD_45,MOCK_SELL_5,2026-04-27 23:13:45.091377,183.21,37.96
MOCK_ORDER_84,3,MOCK_PROD_10,MOCK_SELL_7,2026-04-27 23:13:45.091379,76.82,39.36
MOCK_ORDER_85,1,MOCK_PROD_6,MOCK_SELL_10,2026-04-27 23:13:45.091382,249.39,31.68
MOCK_ORDER_85,2,MOCK_PROD_30,MOCK_SELL_16,2026-04-27 23:13:45.091384,58.77,19.02
MOCK_ORDER_85,3,MOCK_PROD_30,MOCK_SELL_18,2026-04-27 23:13:45.091386,496.3,12.26
MOCK_ORDER_86,1,MOCK_PROD_38,MOCK_SELL_4,2026-04-27 23:13:45.091388,163.09,35.73
MOCK_ORDER_87,1,MOCK_PROD_38,MOCK_SELL_15,2026-04-27 23:13:45.091391,240.62,49.49
MOCK_ORDER_87,2,MOCK_PROD_30,MOCK_SELL_17,2026-04-27 23:13:45.091394,319.32,19.92
MOCK_ORDER_87,3,MOCK_PROD_28,MOCK_SELL_17,2026-04-27 23:13:45.091396,391.26,27.3
MOCK_ORDER_88,1,MOCK_PROD_50,MOCK_SELL_15,2026-04-27 23:13:45.091399,36.18,16.0
MOCK_ORDER_89,1,MOCK_PROD_35,MOCK_SELL_18,2026-04-27 23:13:45.091402,63.31,10.92
MOCK_ORDER_89,2,MOCK_PROD_40,MOCK_SELL_15,2026-04-27 23:13:45.091404,65.51,5.86
MOCK_ORDER_89,3,MOCK_PROD_6,MOCK_SELL_9,2026-04-27 23:13:45.091406,339.38,45.52
MOCK_ORDER_90,1,MOCK_PROD_44,MOCK_SELL_3,2026-04-27 23:13:45.091409,352.66,21.91
MOCK_ORDER_91,1,MOCK_PROD_41,MOCK_SELL_17,2026-04-27 23:13:45.091411,480.15,8.0
MOCK_ORDER_91,2,MOCK_PROD_20,MOCK_SELL_11,2026-04-27 23:13:45.091413,68.8,31.59
MOCK_ORDER_92,1,MOCK_PROD_23,MOCK_SELL_3,2026-04-27 23:13:45.091416,221.72,6.03
MOCK_ORDER_92,2,MOCK_PROD_46,MOCK_SELL_2,2026-04-27 23:13:45.091418,450.59,29.61
MOCK_ORDER_92,3,MOCK_PROD_32,MOCK_SELL_2,2026-04-27 23:13:45.091421,441.13,31.45
MOCK_ORDER_93,1,MOCK_PROD_29,MOCK_SELL_16,2026-04-27 23:13:45.091423,147.15,16.25
MOCK_ORDER_93,2,MOCK_PROD_26,MOCK_SELL_6,2026-04-27 23:13:45.091425,44.24,17.02
MOCK_ORDER_94,1,MOCK_PROD_41,MOCK_SELL_17,2026-04-27 23:13:45.091428,370.92,37.98
MOCK_ORDER_94,2,MOCK_PROD_49,MOCK_SELL_12,2026-04-27 23:13:45.091430,311.45,48.68
MOCK_ORDER_94,3,MOCK_PROD_8,MOCK_SELL_10,2026-04-27 23:13:45.091432,450.32,17.05
MOCK_ORDER_95,1,MOCK_PROD_5,MOCK_SELL_5,2026-04-27 23:13:45.091435,434.96,22.02
MOCK_ORDER_96,1,MOCK_PROD_46,MOCK_SELL_12,2026-04-27 23:13:45.091437,64.76,13.24
MOCK_ORDER_96,2,MOCK_PROD_39,MOCK_SELL_18,2026-04-27 23:13:45.091440,360.06,8.38
MOCK_ORDER_96,3,MOCK_PROD_13,MOCK_SELL_14,2026-04-27 23:13:45.091442,283.06,29.14
MOCK_ORDER_97,1,MOCK_PROD_13,MOCK_SELL_3,2026-04-27 23:13:45.091444,102.53,7.28
MOCK_ORDER_98,1,MOCK_PROD_47,MOCK_SELL_19,2026-04-27 23:13:45.091447,125.59,19.53
MOCK_ORDER_99,1,MOCK_PROD_4,MOCK_SELL_3,2026-04-27 23:13:45.091449,18.12,5.36
MOCK_ORDER_99,2,MOCK_PROD_8,MOCK_SELL_15,2026-04-27 23:13:45.091452,209.25,29.49
MOCK_ORDER_99,3,MOCK_PROD_48,MOCK_SELL_13,2026-04-27 23:13:45.091454,277.12,7.29
MOCK_ORDER_100,1,MOCK_PROD_5,MOCK_SELL_3,2026-04-27 23:13:45.091456,75.14,9.77
MOCK_ORDER_101,1,MOCK_PROD_26,MOCK_SELL_15,2026-04-27 23:13:45.091459,397.91,42.27
MOCK_ORDER_101,2,MOCK_PROD_35,MOCK_SELL_15,2026-04-27 23:13:45.091462,82.54,26.21
MOCK_ORDER_101,3,MOCK_PROD_34,MOCK_SELL_12,2026-04-27 23:13:45.091464,36.68,48.24
MOCK_ORDER_102,1,MOCK_PROD_48,MOCK_SELL_11,2026-04-27 23:13:45.091467,83.14,7.19
MOCK_ORDER_103,1,MOCK_PROD_45,MOCK_SELL_7,2026-04-27 23:13:45.091470,418.25,26.06
MOCK_ORDER_103,2,MOCK_PROD_49,MOCK_SELL_18,2026-04-27 23:13:45.091472,163.86,32.38
MOCK_ORDER_103,3,MOCK_PROD_27,MOCK_SELL_10,2026-04-27 23:13:45.091474,118.44,10.97
MOCK_ORDER_104,1,MOCK_PROD_23,MOCK_SELL_17,2026-04-27 23:13:45.091477,56.97,38.21
MOCK_ORDER_105,1,MOCK_PROD_7,MOCK_SELL_1,2026-04-27 23:13:45.091480,318.58,33.02
MOCK_ORDER_106,1,MOCK_PROD_50,MOCK_SELL_8,2026-04-27 23:13:45.091482,99.57,15.16
MOCK_ORDER_106,2,MOCK_PROD_11,MOCK_SELL_13,2026-04-27 23:13:45.091484,171.67,16.74
MOCK_ORDER_106,3,MOCK_PROD_9,MOCK_SELL_9,2026-04-27 23:13:45.091487,432.32,30.38
MOCK_ORDER_107,1,MOCK_PROD_40,MOCK_SELL_19,2026-04-27 23:13:45.091489,213.9,7.58
MOCK_ORDER_107,2,MOCK_PROD_4,MOCK_SELL_12,2026-04-27 23:13:45.091491,84.81,28.82
MOCK_ORDER_108,1,MOCK_PROD_30,MOCK_SELL_13,2026-04-27 23:13:45.091494,434.9,38.8
MOCK_ORDER_108,2,MOCK_PROD_28,MOCK_SELL_14,2026-04-27 23:13:45.091496,47.05,49.11
MOCK_ORDER_109,1,MOCK_PROD_31,MOCK_SELL_14,2026-04-27 23:13:45.091499,413.17,39.9
MOCK_ORDER_109,2,MOCK_PROD_36,MOCK_SELL_12,2026-04-27 23:13:45.091501,244.1,42.26
MOCK_ORDER_110,1,MOCK_PROD_25,MOCK_SELL_18,2026-04-27 23:13:45.091504,462.17,36.4
MOCK_ORDER_110,2,MOCK_PROD_42,MOCK_SELL_4,2026-04-27 23:13:45.091506,292.58,25.38
MOCK_ORDER_110,3,MOCK_PROD_38,MOCK_SELL_9,2026-04-27 23:13:45.091509,339.33,11.54
MOCK_ORDER_111,1,MOCK_PROD_13,MOCK_SELL_10,2026-04-27 23:13:45.091511,497.88,35.28
MOCK_ORDER_111,2,MOCK_PROD_45,MOCK_SELL_16,2026-04-27 23:13:45.091513,494.4,25.03
MOCK_ORDER_111,3,MOCK_PROD_20,MOCK_SELL_4,2026-04-27 23:13:45.091515,264.12,22.3
MOCK_ORDER_112,1,MOCK_PROD_23,MOCK_SELL_2,2026-04-27 23:13:45.091518,379.65,28.57
MOCK_ORDER_113,1,MOCK_PROD_16,MOCK_SELL_16,2026-04-27 23:13:45.091521,265.06,8.07
MOCK_ORDER_114,1,MOCK_PROD_35,MOCK_SELL_2,2026-04-27 23:13:45.091523,490.11,38.83
MOCK_ORDER_114,2,MOCK_PROD_21,MOCK_SELL_5,2026-04-27 23:13:45.091525,410.25,11.34
MOCK_ORDER_114,3,MOCK_PROD_42,MOCK_SELL_19,2026-04-27 23:13:45.091528,125.87,41.72
MOCK_ORDER_115,1,MOCK_PROD_32,MOCK_SELL_4,2026-04-27 23:13:45.091530,73.03,5.15
MOCK_ORDER_115,2,MOCK_PROD_37,MOCK_SELL_13,2026-04-27 23:13:45.091532,109.14,32.04
MOCK_ORDER_116,1,MOCK_PROD_50,MOCK_SELL_6,2026-04-27 23:13:45.091549,352.74,27.35
MOCK_ORDER_116,2,MOCK_PROD_15,MOCK_SELL_16,2026-04-27 23:13:45.091551,117.82,41.43
MOCK_ORDER_116,3,MOCK_PROD_15,MOCK_SELL_13,2026-04-27 23:13:45.091553,70.67,40.31
